hyp	tgt
Und als allgemeine Bezeichnung können wir den Begriff Intersex verwenden.	Und als allgemeinen Begriff können wir dafür das Wort Intersexualität verwenden.
Es kommt in vielen verschiedenen Formen vor.	Intersexualität kommt in vielen verschiedenen Formen vor.
Ich gebe Ihnen ein paar Beispiele, wie man Sex haben kann, der nicht männlich oder weiblich ist.	"Ich gebe Ihnen nur ein paar Beispiele für die möglichen Typen von Geschlechtsvarianten, die nicht dem männlichen oder weiblichen Standard entsprechen."
In einem Fall kann man jemanden haben, der eine XY-Chromosomenbasis hat und das SRY-Gen auf dem Y-Chromosom sagt den Progenitorzellen, die wir alle in unserem fötalen Leben haben, dass sie Hoden werden.	"In einem Fall hat man vielleicht jemand mit einer XY Chromosomenbasis, und das SRY Gen des Y Chomosoms läßt die Protogonaden, die wir fötalen Stadium alle haben, zu Hoden heranwachsen."
In der Embryonalphase produzieren diese Hoden Testosteron.	Und deshalb geben die Hoden im fötalen Stadium Testosteron ab.
Aber weil dieses Individuum keine Rezeptoren hat, um das Testosteron zu hören, reagiert der Körper nicht auf das Testosteron.	"Aber weil diesem Individuum die Rezeptoren fehlen, um das Testosteron zu erkennen, reagiert der Körper nicht auf das Testosteron."
Das ist ein Syndrom namens Androgen-Insensitivität-Syndrom.	Und das nennt man Androgenrezeptor-Defekt.
Viel Testosteron, aber keine Reaktion darauf.	"Also viel Testosteron, aber keine Reaktion darauf."
Als Konsequenz entwickelt sich der Körper eher nach dem weiblichen Typ.	Als Konsequenz entwickelt sich der Körper mehr dem typisch weiblichen Verlauf folgend.
Wenn das Kind geboren wird, sieht es aus wie ein Mädchen.	"Wenn das Kind geboren wird, sieht sie aus wie ein Mädchen."
Ich möchte, dass Sie sich zwei Paare in der Mitte von 1979 vorstellen, genau am selben Tag, genau am selben Moment, die jeweils ein Baby bekommen.	"Ich möchte, dass Sie sich zwei Paare vorstellen, Mitte 1979, am genau gleichen Tag, im genau gleichen Moment, jedes zeugt ein Baby -- okay."
Sie wurde als Mädchen erzogen.	Sie ist ein Mädchen. Sie wird als Mädchen erzogen.
Und es ist oft nicht, bis sie die Pubertät erreicht und ihre Brüste wachsen und sich entwickeln, aber sie bekommt keine Periode, bis jemand herausfindet, dass hier etwas nicht stimmt.	"Aber es dauert meistens bis sie die Pubertät erreicht und ihre Brüste wachsen und sich entwickeln, sie aber nicht ihre Periode bekommt, bis jemand darauf kommt, dass hier etwas anders ist."
Und sie machen einige Tests und herausfinden, dass anstelle von Eierstöcken und Gebärmutterdrüsen , sie tatsächlich Hoden und ein Y-Chromosom hat.	"Und sie machen ein paar Tests und finden heraus, dass sie anstatt Eierstöcken und Gebärmutter, in Wirklichkeit Hoden in sich trägt und, dass sie ein Y Chromosom hat."
Nun, es ist wichtig zu verstehen, dass Sie vielleicht diese Person für männlich halten, aber sie ist es wirklich nicht.	"Dabei ist es wichtig zu verstehen, dass man diese Person für eigentlich männlich halten könnte, aber das sind sie nicht wirklich."
Weibchen, wie Männchen, haben in unseren Körpern etwas, das Adrenalgland genannt wird.	"Frauen, wie Männer, haben in unseren Körper etwas, dass man Adrenalindrüsen nennt."
Und im Rücken unseres Körpers.	Sie befinden sich im hinteren Teil unseres Körpers.
Die Nebenniere produziert Androgene, die maskulinisierende Hormone.	"Und die Nebennieren stellen Androgene her, welche virilisierende Hormone sind."
Die meisten Frauen, wie ich – ich glaube, ich bin ein typisches Weibchen – ich kenne mein Chromosomensystem nicht, aber ich glaube, ich bin wahrscheinlich typisch – die meisten Frauen, wie ich, sind tatsächlich anregungsempfindlich.	"Die meisten Frauen, so wie ich -- ich glaube eine typische Frau zu sein -- ich kenne meinen tatsächlichen Chromosomenaufbau nicht, aber ich denke, dass ich wahrscheinlich den typischen habe -- die meisten Frauen wie ich sprechen tatsächlich auf Androgene an."
Wir produzieren Angiogenese und reagieren auf Angiogenese.	Wir produzieren Androgen und wir sprechen auf Androgene an.
Die Konsequenz ist, dass jemand wie ich ein Gehirn hat, das mehr Androgene ausgesetzt ist als das einer Frau mit Geschlechtskörperteilen, die anfällig für Androgene ist.	"Die Folge ist, dass jemand wie ich tatsächlich ein Gehirn hat, dass mehr Androgenen ausgesetzt war, als eine Frau, die mit Hoden geboren wurde, und einen Androgenrezeptor-Defekt hat."
Sex ist wirklich kompliziert. Es ist nicht nur so, dass intersexuelle Menschen in der Mitte des ganzen Sexspektrums sind, in manchen Fällen können sie überall sein.	"Geschlecht ist also wirklich kompliziert; Intersexuelle stehen nicht nur in der Mitte des Spektrums von Geschlecht -- in gewisser Hinsicht, können sie über die ganze Bandbreite verteilt sein,"
Ein anderes Beispiel: Vor ein paar Jahren bekam ich einen Anruf von einem Mann, der 19 Jahre alt war, der als Junge geboren wurde, als Junge aufwuchs, eine Freundin hatte, Sex mit seiner Freundin hatte, ein Leben als Junge hatte, und gerade herausgefunden hatte, dass er Eierstöcke und eine Gebärmutter hatte.	"Noch ein Beispiel: Vor ein paar Jahren erhielt ich den Anruf eines 19 jährigen Mannes, der als Junge geboren war, als Junge aufgezogen, er hatte eine Freundin, hatte Sex mit seiner Freundin, lebte als Mann, und er hatte gerade herausgefunden, dass er Eierstöcke und eine Gebärmutter hatte."
Was er hatte, war eine extreme Form einer Krankheit namens Adrenogenital-Syndrom.	Er hatte eine extreme Form einer angeborenen Nebennierenrindenhyperblasie.
Er hatte XY-Chromosomen, und in seinem Mutterleib waren seine Hoden in so hoher Gangart, dass sie im Grunde eine männliche hormonelle Umgebung schufen.	"Er hat XX Chromosome, und im Mutterleib, waren seine Nebennieren so stark aktiv, dass sie im wesentlichen eine männliche Hormonumgebung erzeugt haben."
Als Konsequenz wurden seine Geschlechtsorgane maskulinisiert, sein Gehirn wurde der typisch männlichen Komponente von Hormonen ausgesetzt.	"Und als Konsequenz wurden seine Genitalien männlich ausgeprägt, sein Gehirn war den typischeren männlichen Teil des Hormonenspektrums ausgesetzt."
Er wurde als Junge geboren, niemand vermutete etwas.	"Und als er geboren wurde, sah er wie ein Junge aus - niemand ahnte etwas."
Erst als er das Alter von 19 Jahren erreichte, bekam er genügend medizinische Probleme, tatsächlich wegen interner Menstruation, die Ärzte herausfanden, dass er tatsächlich weiblich war.	"Und erst als er 19 Jahre alt wurde, bekam er genügend medizinische Probleme, tatsächlich davon, weil er innerlich menstruierte, dass die Ärzte herausfanden, dass er im Inneren weiblich war."
Zwei Paare, die jeweils ein Baby bekommen.	"Also zwei Paare, jedes zeugt ein Baby."
Noch ein kurzes Beispiel , wie man Schnittpunkte haben kann.	"Okay, nur noch ein schnelles Beispiel für eine Variante von Intersexualität."
Einige Menschen mit X-Chromosomen entwickeln das, was man Ovotestis nennt, was bedeutet, dass man Eierstockgewebe mit Hodengewebe umhüllt hat.	"Manche Menschen mit XX Chromosomen, entwickeln etwas, das Ovotestis heißt, wobei Eierstockgewebe von Hodengewebe umhüllt ist."
Ich möchte, dass Sie nicht zu viel Zeit damit verbringen, sich das Konzept vorzustellen, denn wenn Sie sich die ganze Zeit das Konzept vorstellen, werden Sie mir nicht zuhören. Stellen Sie sich das kurz vor.	"Nun möchte ich nicht, dass Sie zuviel Zeit verwenden sich die Zeugung vorzustellen, weil, wenn Sie sich die ganze Zeit die Zeugung vorstellen, werden Sie mir nicht zuhören. Stellen Sie sich das nur für einen Moment vor."
Wir wissen nicht genau, warum das passiert.	"Wir wissen nicht genau, warum das geschieht."
Sex kann also in vielen verschiedenen Varianten auftreten.	Geschlecht kann also in vielen verschiedenen Varianten auftreten.
Der Grund, warum Kinder mit solchen Körpern, sei es Dwarfismus oder Zwillings- oder Intersexualität, oft von Chirurgen normalisiert werden, ist nicht, weil es ihnen tatsächlich besser geht, hinsichtlich ihrer körperlichen Gesundheit.	"Der Grund, warum Kinder mit dieser Art von Körper -- sei es Zwergenwuchs oder siamesische Zwillinge, sei es intersexuell -- von Chirurgen oft an die Norm angepasst werden, ist nicht, weil dies für ihre körperliche Gesundheit von Vorteil wäre."
In vielen Fällen sind die Menschen tatsächlich völlig gesund.	In vielen Fällen sind diese Menschen vollkommen gesund.
Daher werden sie oft verschiedenen Arten von Operationen unterzogen, weil sie unsere sozialen Kategorien bedrohen.	"Der Grund, warum an ihnen oft verschiedene Arten chirurgischer Eingriffe vorgenommen werden, ist, weil sie unsere sozialen Kategorien bedrohen."
Unser System basiert normalerweise auf der Idee, dass eine bestimmte Art von Anatomie mit einem bestimmten Geschlecht einhergeht.	"Typischerweise basiert unser System auf der Idee, dass eine bestimmte anatomische Ausprägung mit einer bestimmten Identität einhergeht."
Wir haben also das Konzept, dass es bedeutet, eine Frau zu sein, eine weibliche Identität zu haben. Was es bedeutet, schwarz zu sein, ist angeblich, eine afrikanische Anatomie zu haben, in Bezug auf Ihre Geschichte.	"Wir haben also das Konzept, dass eine Frau zu sein, heißt eine weibliche Identität zu haben; Eine schwarze Person zu sein, heißt, angeblich, eine afrikanische Anatomie zu haben im Hinblick auf die eigene Geschichte."
Wir haben also diese schrecklich vereinfachende Vorstellung.	Wir haben also diese schrecklich vereinfachende Idee.
Und wenn wir mit einem Körper konfrontiert werden, der uns tatsächlich etwas ganz anderes präsentiert, dann erschreckt uns das in Bezug auf diese Vorstellungen.	"Und wenn wir mit einem Körper konfrontiert sind, der für uns tatsächlich etwas sehr anderes darstellt, verwirrt uns das in Hinblick auf diese Kategorisierungen."
Wir haben also viele sehr romantische Vorstellungen in unserer Kultur über Individualismus.	Wir haben also in unserer Kultur eine Menge romantischer Ideen über Individualismus.
Unsere Nation basiert auf einem sehr romantischen Konzept des Individualismus.	Und unsere Nation basiert wirklich auf einem sehr romantischen Konzept von Individualismus.
Stellen Sie sich vor, wie erstaunlich es ist, wenn Kinder geboren werden, die zwei Menschen in einem Körper sind.	"Nun können Sie sich vorstellen, wie verblüffend es dann ist, wenn Kinder geboren werden, die zwei Personen in einem Körper sind, Wo ich in letzter Zeit die meiste Aufregung erlebt hatte, war die südafrikanische Läuferin Caster Semenya letztes Jahr, deren Geschlecht bei der Leichatlethik Weltmeisterschaft in Berlin in Frage gestellt wurde."
Und in diesem Szenario möchte ich mir vorstellen, dass in einem Fall das Sperma ein Y-Chromosom trägt, das auf das X-Chromosom des Eies trifft.	"Und in diesem Szenario stellen Sie sich vor, dass in einem Fall das Sperma ein Y Chomosom trägt, das auf das X Chromosom der Eizelle trifft."
Ich hatte viele Journalisten, die mich anriefen und mich fragten, welcher Test sie durchführen würden, der uns sagen würde, ob Castor und Pollux männlich oder weiblich sind, und ich musste den Journalisten erklären, dass es so einen Test nicht gibt.	"Viele Journalisten riefen mich mit der Frage an: ""Welchen Test werden sie machen, der uns verrät, ob Caster Semenya weiblich oder männlich ist?"" Und ich musste den Journalisten erklären, dass es diesen Test nicht gibt."
Tatsächlich wissen wir jetzt, dass Sex so kompliziert ist, dass wir zugeben müssen, dass die Natur uns nicht zwischen Männlichkeit und Weiblichkeit trennt, oder zwischen Männlichkeit und Intersexualität und Weiblichkeit und Intersexualität. Wir ziehen diese Linie in der Natur.	"Wir wissen jetzt, dass Geschlecht kompliziert genug ist, dass wir zugeben müssen, dass die Natur für uns keine Linie zwischen männlich und weiblich zieht, oder zwischen männlich und intersexuell und weiblich und intersexuell; tastächlich sind wir es, die diese Trennlinie als natürlich vorgeben."
Was wir also haben ist eine Situation, in der, je weiter unsere Wissenschaft geht, desto mehr müssen wir uns eingestehen, dass diese Kategorien, von denen wir dachten, sie seien stabile anatomische Kategorien, die sich sehr einfach auf stabile Identitätskategorien beziehen, viel unschärfer sind, als wir dachten.	"Wir haben also so eine Situation, wo, je weiter unsere Wissenschaft fortschreitet, wir uns um so mehr eingestehen müssen, dass diese Kategorien, die wir für stabile anatomische Kategorien gehalten hatten, welche sehr einfache Zuordnungen herstellten um dauerhafte Identitätskategorien zu schaffen, viel unschärfer sind, als wir angenommen haben."
Und es geht nicht nur um Sex.	Und das gilt nicht nur in Bezug auf Geschlecht.
Es ist auch in Bezug auf die Rasse, die sich als viel komplizierter als unsere Terminologie erweist.	"Es gilt auch hinsichtlich Rasse, was sich als viel komplizierter herausstellt, als unser Terminologie zugelassen hat."
Wenn wir uns umsehen, geraten wir in alle möglichen unangenehmen Situationen.	Bei unseren Betrachtungen geraten wir in alle möglichen unbequemen Bereiche.
Wir suchen zum Beispiel nach der Tatsache, dass wir zumindest 95 Prozent unserer DNA mit Schimpansen gemeinsam haben.	"Wir stossen zum Beispiel auf die Tatsache, dass wir mindestens 95 Prozent unserer DNA mit Schimpansen gemeinsam haben."
Was sollen wir aus der Tatsache machen, dass wir von ihnen nur durch ein paar Atome abweichen?	"Was sollen wir mit der Tatsache anfangen, dass wir uns von ihnen lediglich durch wenige Nukleotide unterscheiden?"
Und je weiter wir mit unserer Wissenschaft kommen, desto mehr geraten wir in eine unangenehme Zone, in der wir zugeben müssen, dass die vereinfachten Kategorien, die wir hatten, wahrscheinlich zu vereinfachend sind.	"Während wir unsere Wissenschaft immer weiter vorantreiben, kommen wir zunehmend in eine Zone des Unbehagens, wo wir anerkennen müssen, dass die simplistischen Kategorien, die wir hatten vermutlich allzu simpel sind."
Wir sehen das überall im menschlichen Leben.	Wir sehen das in allen möglichen Bereichen des menschlichen Lebens.
Einer der Orte, an dem wir es beobachten können, zum Beispiel in unserer heutigen Kultur, in den Vereinigten Staaten, sind die Kämpfe über den Beginn des Lebens und das Ende des Lebens.	"Einer der Bereiche, in dem wir das zum Beipiel sehen, in unserer heutigen Kultur, in den heutigen Vereinigten Staaten, sind die Kämpfe über den Beginn und das Ende des Lebens."
Wir haben schwierige Gespräche darüber, an welchem Punkt ein Körper zu einem Menschen wird, sodass er ein anderes Recht als ein fötales Leben hat.	"Wir haben schwierige Gespräche darüber, an welchem Punkt ein Körper zum Menschen wird, so daß er eine anderes Recht hat als das fötale Leben."
Und in dem anderen Fall trägt das Spermium ein X-Chromosom, das auf das X-Chromosom des Eies trifft.	"Und in dem anderen Fall, trägt das Sperma ein X Chromosom, das auf das X Chromosom der Eizelle trifft."
Wir führen heutzutage sehr schwierige Gespräche, wahrscheinlich nicht im Freien, sondern innerhalb der Medizin, über die Frage, wann jemand tot ist.	"Wir haben heutzutage sehr schwierige Auseinandersetzungen -- vielleicht nicht so öffentlich wie in der Medizin -- über die Frage, wann jemand tot ist."
